
[00:00:00.000 --> 00:00:07.480]   [MUSIC PLAYING]
[01:19:31.480 --> 01:19:33.560]   that at the end of the lecture, you really, really understand
[01:19:33.560 --> 01:19:36.040]   this because it's really some of the fundamental concepts
[01:19:36.040 --> 01:19:37.400]   that we see in this lecture.
[01:19:39.880 --> 01:19:43.800]   Sampling can be done at, doesn't have to be strictly regular.
[01:19:43.800 --> 01:19:46.680]   Theoretically, we could sample like this here,
[01:19:46.680 --> 01:19:49.800]   hexagonal or even random non-uniform.
[01:19:49.800 --> 01:19:53.080]   There are some applications for this.
[01:19:53.080 --> 01:19:57.000]   This can make sense in some situations.
[01:19:57.000 --> 01:19:59.400]   If you're talking about building a sensor,
[01:19:59.400 --> 01:20:01.880]   you want to do something regular and fixed,
[01:20:01.880 --> 01:20:03.640]   but in computer graphics, you could, for example,
[01:20:03.640 --> 01:20:07.920]   do some non-uniform samples and avoid some of these
[01:20:07.920 --> 01:20:09.960]   fixed patterns to show up or stuff like that,
[01:20:09.960 --> 01:20:12.280]   but so these things can make sense.
[01:20:12.280 --> 01:20:17.080]   You can build also different geometries of sensors and so on.
[01:20:17.080 --> 01:20:20.120]   In practice, especially in this part of the lecture,
[01:20:20.120 --> 01:20:21.920]   we'll always assume that we are sampling
[01:20:21.920 --> 01:20:23.760]   with a normal regular grid,
[01:20:23.760 --> 01:20:27.400]   a two-dimensional regular sampling grid.
[01:20:27.400 --> 01:20:30.240]   But other things are possible.
[01:20:30.240 --> 01:20:31.320]   This is one example here.
[01:20:31.320 --> 01:20:35.040]   People have experimented with doing something like this.
[01:20:35.040 --> 01:20:37.680]   Similar to the DVS camera that was trying
[01:20:37.680 --> 01:20:41.520]   to model how the eyes doesn't take frame
[01:20:41.520 --> 01:20:42.920]   and another frame and another frame,
[01:20:42.920 --> 01:20:45.560]   but actually has a very different way to sample
[01:20:45.560 --> 01:20:48.880]   and handle the time dimension in particular.
[01:20:48.880 --> 01:20:51.640]   Also, the spatial dimension is handled very different
[01:20:51.640 --> 01:20:52.480]   in human eye.
[01:20:52.480 --> 01:20:56.320]   It's not a uniform grid in two dimensions.
[01:20:56.320 --> 01:20:59.240]   It's actually something that looks much more like this.
[01:20:59.240 --> 01:21:02.560]   You have high resolution in about two degrees
[01:21:02.560 --> 01:21:04.160]   of your field of view.
[01:21:04.160 --> 01:21:06.960]   So if you're reading, your eye will actually scan the letters
[01:21:06.960 --> 01:21:09.200]   with this kind of two-degree small window
[01:21:09.200 --> 01:21:12.160]   that you can actually see high resolution.
[01:21:12.160 --> 01:21:13.720]   And in the rest, you don't actually see it.
[01:21:13.720 --> 01:21:16.720]   You have the impression, you know, the whole world is,
[01:21:16.720 --> 01:21:19.120]   you have an image of the whole world sharp,
[01:21:19.120 --> 01:21:20.600]   but that's actually not true.
[01:21:20.600 --> 01:21:24.000]   You really have to look locally to see like detail
[01:21:24.000 --> 01:21:27.040]   with your fovea, with the place where the sensors
[01:21:27.040 --> 01:21:29.960]   are very densely present in your eye.
[01:21:29.960 --> 01:21:33.520]   And in other areas, you actually have very coarse representation.
[01:21:33.520 --> 01:21:36.440]   So you could build sensors like this.
[01:21:36.440 --> 01:21:38.800]   You know, people have done that.
[01:21:38.800 --> 01:21:43.040]   This was actually a real sensor built like that.
[01:21:43.040 --> 01:21:46.160]   In practice, it's just not very practical.
[01:21:46.160 --> 01:21:48.440]   I mean, so it's just not very practical.
[01:21:48.440 --> 01:21:52.280]   And there's a lot of challenges with this in many dimensions.
[01:21:52.280 --> 01:21:54.280]   And so this doesn't really exist.
[01:21:54.280 --> 01:21:56.880]   Like nobody uses it in practice, essentially.
[01:21:56.880 --> 01:22:00.200]   Okay.
[01:22:00.200 --> 01:22:05.160]   So we talked a lot about discretizing
[01:22:05.160 --> 01:22:10.080]   in discretizing the domain in the two-dimensional domain,
[01:22:10.080 --> 01:22:12.600]   for example, on which the function is defined.
[01:22:12.600 --> 01:22:18.000]   Now we'll talk about also discretizing
[01:22:18.000 --> 01:22:19.720]   in the actual function space,
[01:22:19.720 --> 01:22:23.120]   like in the actual value that we measure.
[01:22:23.120 --> 01:22:25.960]   That one actually also has to be discretized.
[01:22:25.960 --> 01:22:26.920]   Okay.
[01:22:26.920 --> 01:22:30.200]   Typically, we'll use an integer representation.
[01:22:30.200 --> 01:22:35.040]   And so this, so deciding that representation
[01:22:35.040 --> 01:22:37.560]   is actually called quantization.
[01:22:37.560 --> 01:22:38.400]   We'll round it off.
[01:22:38.400 --> 01:22:40.760]   So we'll define like a unit,
[01:22:40.760 --> 01:22:44.000]   and then we'll represent the value as,
[01:22:44.000 --> 01:22:46.920]   you know, how many times this unit do we have.
[01:22:46.920 --> 01:22:51.920]   So we'll round off to the closest number we can represent.
[01:22:51.920 --> 01:22:54.600]   This is lossy.
[01:22:54.600 --> 01:22:57.840]   I told you before that under some conditions,
[01:22:57.840 --> 01:23:01.080]   we could perfectly reconstruct the signal, right?
[01:23:01.080 --> 01:23:04.400]   That as long as the signal wasn't varying too fast,
[01:23:04.400 --> 01:23:08.000]   the Nyquist theorem, the Nyquist frequency,
[01:23:08.000 --> 01:23:09.760]   as long as that was satisfied that, you know,
[01:23:09.760 --> 01:23:11.320]   and for now it's still a bit of hand waving,
[01:23:11.320 --> 01:23:14.840]   but as long as the signal wasn't changing too quickly,
[01:23:14.840 --> 01:23:16.600]   as long as that is strictly satisfied,
[01:23:16.600 --> 01:23:19.360]   then we'll see what it means to be strictly satisfied
[01:23:19.360 --> 01:23:20.800]   in the coming lectures.
[01:23:20.800 --> 01:23:22.880]   As long as that property was satisfied,
[01:23:22.880 --> 01:23:26.360]   then we could actually,
[01:23:26.360 --> 01:23:28.840]   there was a way to get to a perfect reconstruction
[01:23:28.840 --> 01:23:30.120]   of the original signal.
[01:23:30.120 --> 01:23:32.680]   So we could exactly invert the process of sampling.
[01:23:32.680 --> 01:23:35.640]   We could exactly go back to the original signal.
[01:23:35.640 --> 01:23:37.440]   As soon as we say, well, this is the value,
[01:23:37.440 --> 01:23:39.400]   but I can't represent this value exactly,
[01:23:39.400 --> 01:23:40.640]   I have to clip it to here,
[01:23:40.640 --> 01:23:43.840]   or, you know, like round it to a nearby value,
[01:23:43.840 --> 01:23:45.400]   okay, then we lost this property
[01:23:45.400 --> 01:23:47.560]   of being able to exactly reconstruct the signal.
[01:23:47.560 --> 01:23:50.280]   Now we'll still be able to do a good approximation,
[01:23:50.280 --> 01:23:52.040]   depending also on how many bits we spent,
[01:23:52.040 --> 01:23:54.800]   and so how much we are making rounding errors there,
[01:23:54.800 --> 01:23:59.560]   everywhere, but we do lose that exactness kind of property.
[01:24:00.920 --> 01:24:04.600]   Okay, so here you see after the quantization,
[01:24:04.600 --> 01:24:08.040]   the original signal cannot be reconstructed exactly anymore.
[01:24:08.040 --> 01:24:12.720]   It can of course be reconstructed, but not exactly.
[01:24:12.720 --> 01:24:18.440]   Okay, and so typically the way we'll choose this,
[01:24:18.440 --> 01:24:22.240]   because we work in a computer with binary representations
[01:24:22.240 --> 01:24:26.840]   and so on, the number of, the finite number that we'll use
[01:24:26.840 --> 01:24:29.360]   will typically be a power of two, right,
[01:24:29.360 --> 01:24:32.800]   because we'll spend a number of bits per pixel
[01:24:32.800 --> 01:24:34.640]   to represent the value.
[01:24:34.640 --> 01:24:38.040]   Typically, I don't know if it's indicated here,
[01:24:38.040 --> 01:24:43.640]   but typically this would be in most systems,
[01:24:43.640 --> 01:24:46.480]   it's eight bits, is the standard.
[01:24:46.480 --> 01:24:50.640]   So 256 values going from zero to 255.
[01:24:50.640 --> 01:24:53.160]   If you have a color image, it's zero to 255 for red,
[01:24:53.160 --> 01:24:57.600]   for green and for blue, so that gives you two to the 24th,
[01:24:57.600 --> 01:25:02.600]   which is what, 16 million roughly colors, for example.
[01:25:02.600 --> 01:25:06.720]   Right, so quantization works like this.
[01:25:06.720 --> 01:25:09.480]   This was our function, we have our sample points.
[01:25:09.480 --> 01:25:11.920]   We'll actually see later why there's some errors here.
[01:25:11.920 --> 01:25:19.520]   Let's say these are, we spend two bits in this case,
[01:25:19.520 --> 01:25:23.600]   so we'll have four values, zero, zero, zero, one, one, zero,
[01:25:23.600 --> 01:25:27.200]   one, one, those are our four numbers that we can represent.
[01:25:27.200 --> 01:25:28.920]   So we have to clip it to the closest one
[01:25:28.920 --> 01:25:30.920]   or round it to the closest one.
[01:25:30.920 --> 01:25:33.160]   So this one goes to zero, this one goes to one,
[01:25:33.160 --> 01:25:37.360]   to two and to three, et cetera.
[01:25:37.360 --> 01:25:39.200]   And so you see you have significant errors,
[01:25:39.200 --> 01:25:42.480]   but that's essentially what you would have to do, right?
[01:25:42.480 --> 01:25:43.480]   Of course, hopefully you can spend
[01:25:43.480 --> 01:25:44.840]   more than two bits per pixel.
[01:25:44.840 --> 01:25:48.560]   It's also important to discern
[01:25:48.560 --> 01:25:51.040]   between a few different types of resolution.
[01:25:51.040 --> 01:25:53.200]   So we have the image resolution,
[01:25:53.200 --> 01:25:55.680]   that's simply the size of the image,
[01:25:55.680 --> 01:25:57.600]   how many pixels by how many pixels.
[01:25:57.600 --> 01:26:00.040]   But you can also have something
[01:26:00.040 --> 01:26:02.640]   that's also related to that,
[01:26:02.640 --> 01:26:05.440]   which is the geometric resolution.
[01:26:05.440 --> 01:26:08.920]   That's more in, let's say,
[01:26:08.920 --> 01:26:13.040]   if you're in a remote sensing situation, for example,
[01:26:13.040 --> 01:26:15.680]   or in a more specific situation,
[01:26:15.680 --> 01:26:19.800]   it's essentially not how many pixels do you have in total,
[01:26:19.800 --> 01:26:22.840]   but it's how many pixels do you have per unit
[01:26:22.840 --> 01:26:24.360]   in the real world.
[01:26:24.360 --> 01:26:25.720]   So if you're looking at,
[01:26:25.720 --> 01:26:30.040]   from the air, you're taking pictures of the ground,
[01:26:30.040 --> 01:26:32.160]   how big is a pixel on the ground, actually,
[01:26:32.160 --> 01:26:34.640]   the projection of a pixel on the ground, yes?
[01:26:34.640 --> 01:26:36.960]   - Does HDR just use more bits per pixel?
[01:26:36.960 --> 01:26:37.800]   - Sorry?
[01:26:37.800 --> 01:26:40.160]   - Does HDR just use more bits per pixel?
[01:26:40.160 --> 01:26:46.920]   - Yes, so high dynamic range images, so HDR,
[01:26:46.920 --> 01:26:47.840]   uses,
[01:26:47.840 --> 01:26:51.440]   well, actually there,
[01:26:51.440 --> 01:26:54.680]   so HDR would, I think the formats there,
[01:26:54.680 --> 01:26:58.760]   typically would actually use a floating point representation,
[01:26:58.760 --> 01:27:01.640]   but it depends, but,
[01:27:01.640 --> 01:27:03.640]   I mean, you can have different versions,
[01:27:03.640 --> 01:27:06.840]   but ideally, you could really go to floating point,
[01:27:06.840 --> 01:27:10.960]   you can also just have 10, 12, 16 bits or so per pixel,
[01:27:10.960 --> 01:27:13.560]   or per value, so yes.
[01:27:13.560 --> 01:27:15.800]   Different things are possible there,
[01:27:15.800 --> 01:27:17.160]   and different formats exist.
[01:27:19.680 --> 01:27:20.760]   Okay, so,
[01:27:20.760 --> 01:27:26.800]   so you can have, if you're, or,
[01:27:26.800 --> 01:27:28.400]   let's say actually you would be in biology,
[01:27:28.400 --> 01:27:30.200]   and you would look at through a microscope
[01:27:30.200 --> 01:27:33.440]   and take images also, you might care about,
[01:27:33.440 --> 01:27:36.560]   how many millimeters, or fractional millimeter,
[01:27:36.560 --> 01:27:38.800]   and nanometers or so is every pixel.
[01:27:38.800 --> 01:27:41.400]   So really, to have that link directly
[01:27:41.400 --> 01:27:43.520]   to a dimension in space,
[01:27:43.520 --> 01:27:45.520]   so that's this geometric resolution,
[01:27:45.520 --> 01:27:47.560]   and then we have the radiometric resolution,
[01:27:47.560 --> 01:27:50.160]   which is how many bits per pixel do we spend.
[01:27:50.160 --> 01:27:55.360]   So here's the image resolution,
[01:27:55.360 --> 01:27:56.880]   so you see that the geometric resolution
[01:27:56.880 --> 01:27:58.080]   actually doesn't change,
[01:27:58.080 --> 01:27:59.880]   we just crop the image differently.
[01:27:59.880 --> 01:28:05.240]   The, here the geometric resolution is we vary actually
[01:28:05.240 --> 01:28:06.080]   for the same picture,
[01:28:06.080 --> 01:28:08.800]   we vary how many pixels we have in the image,
[01:28:08.800 --> 01:28:11.880]   and it gets coarser and coarser, as you see here.
[01:28:11.880 --> 01:28:15.560]   Okay, and then we have the radiometric resolution,
[01:28:15.560 --> 01:28:18.320]   where now we have the same amount of pixels,
[01:28:18.320 --> 01:28:22.720]   but we spend, you know, from here eight bits per pixel,
[01:28:22.720 --> 01:28:26.400]   we go all the way down to only one bit per pixel,
[01:28:26.400 --> 01:28:28.080]   which just means really, you know,
[01:28:28.080 --> 01:28:29.640]   is this brighter than a value,
[01:28:29.640 --> 01:28:32.000]   or darker than a value in the end, right?
[01:28:32.000 --> 01:28:33.480]   So you just have two levels now.
[01:28:33.480 --> 01:28:35.440]   Okay.
[01:28:35.440 --> 01:28:42.560]   So, yeah, so maybe a question here.
[01:28:43.520 --> 01:28:46.840]   So what's the disadvantage of a low sampling resolution?
[01:28:46.840 --> 01:28:57.640]   Oh, yes?
[01:28:57.640 --> 01:29:05.760]   Yes, so we'll have aliasing,
[01:29:05.760 --> 01:29:07.280]   we'll have problems like that.
[01:29:07.280 --> 01:29:09.840]   So we could say, okay,
[01:29:09.840 --> 01:29:13.200]   we'll always use a very high sampling resolution,
[01:29:13.200 --> 01:29:14.800]   what's the disadvantage of that?
[01:29:14.800 --> 01:29:19.640]   Assuming higher storage and computation costs,
[01:29:19.640 --> 01:29:21.600]   when it comes to storage or computing,
[01:29:21.600 --> 01:29:22.760]   we have to convert it to...
[01:29:22.760 --> 01:29:25.320]   Exactly, right, so we'll kind of be forced
[01:29:25.320 --> 01:29:27.280]   to do a trade-off there somewhere.
[01:29:27.280 --> 01:29:29.080]   And so we'll have to kind of deal with the issue,
[01:29:29.080 --> 01:29:31.080]   we don't have an easy way out, essentially.
[01:29:31.080 --> 01:29:34.360]   And so as you already see here,
[01:29:34.360 --> 01:29:36.760]   there's, you know, we'll kind of,
[01:29:36.760 --> 01:29:39.840]   this hints that we might compress or not the images,
[01:29:39.840 --> 01:29:42.600]   so because these are actually properties of compression,
[01:29:42.600 --> 01:29:46.120]   lossless and lossy image representations,
[01:29:46.120 --> 01:29:48.200]   but essentially lossy means
[01:29:48.200 --> 01:29:49.960]   that we'll do some kind of compression,
[01:29:49.960 --> 01:29:51.200]   we'll try to spend less bits
[01:29:51.200 --> 01:29:54.600]   than we would strictly just, you know,
[01:29:54.600 --> 01:29:56.960]   naively represent the image.
[01:29:56.960 --> 01:30:00.400]   Do you guys know some formats for pictures?
[01:30:00.400 --> 01:30:05.400]   Yes, exactly.
[01:30:05.400 --> 01:30:07.080]   So there's many different formats,
[01:30:07.080 --> 01:30:10.880]   and indeed JPEG, and then there's also variants of JPEG,
[01:30:10.880 --> 01:30:14.440]   but essentially JPEG is the classical kind
[01:30:14.440 --> 01:30:17.920]   of lossy compression, and it's actually one we'll see
[01:30:17.920 --> 01:30:20.600]   in detail in, I think the fourth week,
[01:30:20.600 --> 01:30:25.440]   if I'm fourth or fifth week, we'll discuss in detail.
[01:30:25.440 --> 01:30:28.360]   Also JPEG 2000, which, although it says 2000,
[01:30:28.360 --> 01:30:30.240]   is still not very adopted yet,
[01:30:30.240 --> 01:30:33.560]   and doesn't seem like it will be picked up so much,
[01:30:33.560 --> 01:30:36.680]   but has some very nice properties.
[01:30:36.680 --> 01:30:41.240]   But yes, so essentially representing raw images
[01:30:41.240 --> 01:30:44.560]   with full format can become quite expensive,
[01:30:44.560 --> 01:30:47.960]   and so many images actually all represented
[01:30:47.960 --> 01:30:51.600]   in compressed formats, especially because our eyes
[01:30:51.600 --> 01:30:54.240]   actually really, there's a lot of stuff you can get away with,
[01:30:54.240 --> 01:30:55.840]   and we wouldn't really notice.
[01:30:55.840 --> 01:30:58.920]   So therefore there's not a high cost of,
[01:30:58.920 --> 01:31:02.480]   you can compress by a significant amount,
[01:31:02.480 --> 01:31:04.400]   say easily a factor of five,
[01:31:04.400 --> 01:31:05.800]   and really not notice anything,
[01:31:05.800 --> 01:31:09.000]   even without using too complicated compression mechanisms.
[01:31:09.000 --> 01:31:11.680]   Because also by the way in compression,
[01:31:11.680 --> 01:31:14.640]   there also the computational power would matter.
[01:31:14.640 --> 01:31:16.720]   You could do very, very fancy compression,
[01:31:16.720 --> 01:31:21.320]   but that could actually be very costly,
[01:31:21.320 --> 01:31:24.040]   in both in compression and also in decompression.
[01:31:24.040 --> 01:31:25.920]   So reading your image from this can,
[01:31:25.920 --> 01:31:27.960]   putting it on the screen, you don't wanna spend
[01:31:27.960 --> 01:31:30.200]   too much effort on having to do computations
[01:31:30.200 --> 01:31:31.360]   to make that happen.
[01:31:33.000 --> 01:31:36.240]   So we'll see also that's why JPEG has a few trade-offs
[01:31:36.240 --> 01:31:37.640]   that is done the way it is.
[01:31:37.640 --> 01:31:42.080]   Actually also, not only computations,
[01:31:42.080 --> 01:31:43.440]   there's also actually the question,
[01:31:43.440 --> 01:31:46.160]   and in particular with video, that's also the case.
[01:31:46.160 --> 01:31:49.200]   A big part is also not only the compute cost,
[01:31:49.200 --> 01:31:50.960]   but actually can you build hardware
[01:31:50.960 --> 01:31:53.040]   that can do this very efficiently?
[01:31:53.040 --> 01:31:57.360]   Because if your phone had to just run a compression,
[01:31:57.360 --> 01:32:00.120]   standard video compression algorithm on the CPU
[01:32:00.120 --> 01:32:03.960]   of the phone, like on the standard CPU,
[01:32:03.960 --> 01:32:06.760]   run some stuff, you would never be able
[01:32:06.760 --> 01:32:09.840]   to actually record videos and store them on your phone.
[01:32:09.840 --> 01:32:11.600]   So you can only do that because there's actually
[01:32:11.600 --> 01:32:13.800]   custom hardware that does just that,
[01:32:13.800 --> 01:32:15.760]   that is specialized to do these operations
[01:32:15.760 --> 01:32:17.640]   that you need for video compression.
[01:32:17.640 --> 01:32:19.320]   That also means that you need something
[01:32:19.320 --> 01:32:21.640]   that's actually efficient,
[01:32:21.640 --> 01:32:23.640]   that can actually efficiently be mapped to hardware.
[01:32:23.640 --> 01:32:25.160]   And not a very complicated algorithm
[01:32:25.160 --> 01:32:26.360]   that's gonna look all over the image
[01:32:26.360 --> 01:32:28.200]   and figure things out, right?
[01:32:28.200 --> 01:32:29.760]   Okay, so we'll leave it at that.
[01:32:30.440 --> 01:32:32.400]   For today, I'll see you next week.
[01:32:32.400 --> 01:32:35.560]   (audience applauding)
[01:32:35.560 --> 01:32:37.720]   [APPLAUSE]

