
[00:00:00.000 --> 00:00:03.480]   [MUSIC PLAYING]
[01:23:01.500 --> 01:23:03.780]   So the fire goes, and it collapses in the middle.
[01:23:03.780 --> 01:23:06.660]   That's where it stops to burn.
[01:23:06.660 --> 01:23:11.380]   But if you do it like this here, then this will move this way.
[01:23:11.380 --> 01:23:13.580]   This boundary will move this way.
[01:23:13.580 --> 01:23:16.020]   Along this boundary, the two fronts
[01:23:16.020 --> 01:23:20.020]   will always end up meeting at that location.
[01:23:20.020 --> 01:23:22.220]   So in this case, this kind of skeleton
[01:23:22.220 --> 01:23:23.980]   would go like this, until, of course,
[01:23:23.980 --> 01:23:25.420]   the two boundaries here collapse,
[01:23:25.420 --> 01:23:26.860]   and then you have this whole boundary.
[01:23:26.860 --> 01:23:36.580]   So this is a way to determine a kind of skeleton.
[01:23:36.580 --> 01:23:38.940]   And you can see this as--
[01:23:38.940 --> 01:23:41.380]   you can actually define this properly
[01:23:41.380 --> 01:23:45.820]   as the union of the centers of all the maximal disks
[01:23:45.820 --> 01:23:48.100]   within the shape.
[01:23:48.100 --> 01:23:51.580]   Where a maximum disk is a circular subset of x
[01:23:51.580 --> 01:23:55.180]   that touches the boundary in at least two places.
[01:23:55.180 --> 01:24:01.340]   If you look back here, if I want a circle that touches here
[01:24:01.340 --> 01:24:04.940]   and here, these two boundaries, a circle here,
[01:24:04.940 --> 01:24:06.140]   it will touch here and here.
[01:24:06.140 --> 01:24:08.900]   The center of it will be on this line.
[01:24:08.900 --> 01:24:10.140]   And I can do a smaller circle.
[01:24:10.140 --> 01:24:11.020]   It will be over here.
[01:24:11.020 --> 01:24:12.500]   A bigger circle will be over here.
[01:24:12.500 --> 01:24:15.020]   At some point, the bigger circle will have touch here, here,
[01:24:15.020 --> 01:24:16.340]   but also here.
[01:24:16.340 --> 01:24:17.620]   That's when I'm here.
[01:24:17.620 --> 01:24:21.020]   And that size circle, I can keep sliding in back and forth here.
[01:24:21.020 --> 01:24:24.340]   It touches here and here, and the midpoint is here.
[01:24:24.340 --> 01:24:25.780]   So essentially, and those are all the ones that
[01:24:25.780 --> 01:24:27.380]   are as big as possible.
[01:24:27.380 --> 01:24:31.540]   So when it touches two sides, so all of the ones
[01:24:31.540 --> 01:24:34.820]   that touch two sides, the union of all of them
[01:24:34.820 --> 01:24:37.620]   will give you this skeleton.
[01:24:37.620 --> 01:24:39.780]   This is the medial axis transform.
[01:24:39.780 --> 01:24:43.980]   Almost, actually.
[01:24:43.980 --> 01:24:45.300]   That's the skeleton.
[01:24:45.300 --> 01:24:47.380]   And then the medial axis transform
[01:24:47.380 --> 01:24:48.860]   is actually going to--
[01:24:48.860 --> 01:24:50.420]   it looks like this.
[01:24:50.420 --> 01:24:53.780]   It will actually remember, at each of those points,
[01:24:53.780 --> 01:24:55.580]   it will actually remember a value,
[01:24:55.580 --> 01:24:58.780]   which is how big was the circle.
[01:24:58.780 --> 01:25:00.420]   The interesting thing is, if you have that,
[01:25:00.420 --> 01:25:01.620]   you can actually reconstruct.
[01:25:01.620 --> 01:25:03.740]   So the medial axis transform allows
[01:25:03.740 --> 01:25:06.820]   you to reconstruct this binary shape.
[01:25:06.820 --> 01:25:10.700]   Because if I know here, I have this radius, the one I read
[01:25:10.700 --> 01:25:11.460]   off here.
[01:25:11.460 --> 01:25:14.100]   So this radius, I can do this.
[01:25:14.100 --> 01:25:16.300]   And then that one there has this radius.
[01:25:16.300 --> 01:25:19.140]   And if I take the union of all those circles,
[01:25:19.140 --> 01:25:23.100]   I actually can reconstruct the original shape.
[01:25:23.100 --> 01:25:24.220]   This works in 2D.
[01:25:24.220 --> 01:25:29.820]   Let's skip this.
[01:25:29.820 --> 01:25:31.860]   But it also works in 3D, for example.
[01:25:31.860 --> 01:25:36.300]   So in 3D, you will have the curves and shapes in 3D,
[01:25:36.300 --> 01:25:37.540]   like here.
[01:25:37.540 --> 01:25:41.260]   And the color, each of those points has a color that's
[01:25:41.260 --> 01:25:46.140]   the size now not of a disk, but the size of a sphere.
[01:25:46.140 --> 01:25:47.500]   And so you have essentially-- this
[01:25:47.500 --> 01:25:49.900]   is a collection of spheres that all
[01:25:49.900 --> 01:25:55.660]   lives on these surfaces here, these kind of strange surfaces.
[01:25:55.660 --> 01:25:58.180]   And if you take the union of all those spheres,
[01:25:58.180 --> 01:26:00.100]   you will have the original shape back.
[01:26:00.100 --> 01:26:02.620]   And of course, with a sphere, you need three points
[01:26:02.620 --> 01:26:03.500]   where you touch.
[01:26:03.500 --> 01:26:11.700]   Here's another example of this medial axis transform.
[01:26:11.700 --> 01:26:16.380]   In a way, again, on every point here,
[01:26:16.380 --> 01:26:20.060]   you have a sphere that is tangent to the surface
[01:26:20.060 --> 01:26:22.660]   of the object in at least three points.
[01:26:22.660 --> 01:26:34.860]   Yeah, and so essentially, you can get these kind of things.
[01:26:34.860 --> 01:26:38.980]   And so that's kind of the definition of us.
[01:26:38.980 --> 01:26:42.380]   Like the skeleton would look like this here,
[01:26:42.380 --> 01:26:44.220]   the ones with the medial axis transform, and so on,
[01:26:44.220 --> 01:26:45.700]   that you obtain with those concepts,
[01:26:45.700 --> 01:26:48.100]   with the maximal circles.
[01:26:48.100 --> 01:26:51.540]   This would be the finned, what is left
[01:26:51.540 --> 01:26:54.180]   after sequential finning.
[01:26:54.180 --> 01:26:57.220]   So they're very related, but there's
[01:26:57.220 --> 01:26:58.100]   a little bit of a difference.
[01:26:58.100 --> 01:27:01.740]   So how would you qualify the difference between the two?
[01:27:01.740 --> 01:27:09.340]   Between the skeletons, which are related to the medial axis
[01:27:09.340 --> 01:27:11.460]   transform, can be computed through them,
[01:27:11.460 --> 01:27:14.380]   and then the finned structures here.
[01:27:14.380 --> 01:27:22.140]   So how would you describe the difference or so?
[01:27:22.140 --> 01:27:39.900]   Yes, so essentially, the way they differ,
[01:27:39.900 --> 01:27:44.780]   it's mostly where also these guys are kind of unstable,
[01:27:44.780 --> 01:27:45.340]   in a sense.
[01:27:45.340 --> 01:27:50.740]   If you could actually slightly change the surface here,
[01:27:50.740 --> 01:27:54.380]   now it's like this, and then you change it a little bit in shape,
[01:27:54.380 --> 01:27:57.300]   and suddenly the skeleton would look completely different.
[01:27:57.300 --> 01:27:59.860]   But the stable part of the skeleton
[01:27:59.860 --> 01:28:03.900]   is kind of what you also see back in the fin structure,
[01:28:03.900 --> 01:28:04.300]   typically.
[01:28:04.300 --> 01:28:08.300]   So the common part between the two, or this thing here--
[01:28:08.300 --> 01:28:11.540]   so if you have strong edges, for example, like this here,
[01:28:11.540 --> 01:28:14.020]   then you have here this whole shape,
[01:28:14.020 --> 01:28:16.100]   then it's kind of the same, essentially.
[01:28:16.100 --> 01:28:20.060]   That's because it's also very stable.
[01:28:20.060 --> 01:28:25.740]   The circle in this example here, you fit the circle,
[01:28:25.740 --> 01:28:27.660]   and it's kind of tangent in multiple points,
[01:28:27.660 --> 01:28:30.100]   and it's kind of-- if you rounded this off a little bit
[01:28:30.100 --> 01:28:32.020]   different, instead of a little bit like this,
[01:28:32.020 --> 01:28:33.620]   you do a little bit more like that,
[01:28:33.620 --> 01:28:37.180]   you would certainly have a completely different skeleton.
[01:28:37.180 --> 01:28:41.620]   While in place where it's sharp, this is stable,
[01:28:41.620 --> 01:28:43.260]   and you see things being the same.
[01:28:43.260 --> 01:28:48.940]   So in a sense, what this fin structure is,
[01:28:48.940 --> 01:28:52.100]   is really it gives you the stable part of the skeleton
[01:28:52.100 --> 01:28:54.940]   that would not be affected by small changes.
[01:28:54.940 --> 01:28:56.220]   When is it unstable?
[01:28:56.220 --> 01:28:59.300]   It's unstable when you have something that has roughly
[01:28:59.300 --> 01:29:02.580]   a circular shape, because then the smallest deviation will
[01:29:02.580 --> 01:29:05.620]   lead to a completely different skeleton.
[01:29:05.620 --> 01:29:06.300]   Does that make sense?
[01:29:06.820 --> 01:29:07.820]   [INAUDIBLE]
[01:29:07.820 --> 01:29:13.460]   The skeletons also have to go essentially kind of all the way
[01:29:13.460 --> 01:29:16.260]   to the surface, right?
[01:29:16.260 --> 01:29:18.780]   And branch out further and further
[01:29:18.780 --> 01:29:20.220]   until they touch the surface.
[01:29:20.220 --> 01:29:20.720]   Yes?
[01:29:20.720 --> 01:29:22.700]   So reconstruction is possible with the skeleton,
[01:29:22.700 --> 01:29:24.700]   but not with the fin?
[01:29:24.700 --> 01:29:25.700]   That's right.
[01:29:25.700 --> 01:29:26.200]   Yeah.
[01:29:26.200 --> 01:29:33.540]   You could still do an approximate reconstruction with this.
[01:29:33.540 --> 01:29:35.700]   Let's say you-- if you would encode the circles here,
[01:29:35.700 --> 01:29:37.940]   you would still be pretty close, and it would be
[01:29:37.940 --> 01:29:40.980]   qualitatively close, but in exact inverse,
[01:29:40.980 --> 01:29:43.940]   you only get with the other one.
[01:29:43.940 --> 01:29:45.020]   And we'll leave it at that.
[01:29:45.020 --> 01:29:49.060]   So here's a kind of segmentation exercise for you
[01:29:49.060 --> 01:29:51.060]   on ice.
[01:29:51.060 --> 01:29:54.300]   Next week, as I said, it will be image features.
[01:29:54.300 --> 01:29:56.140]   You'll start looking--
[01:29:56.140 --> 01:29:58.860]   you look at how to extract edges and how
[01:29:58.860 --> 01:30:02.220]   to extract corners and images and so on.
[01:30:02.220 --> 01:30:05.220]   And this will be Zuria that will do that for you.
[01:30:05.220 --> 01:30:08.500]   I will be at a conference in Paris.
[01:30:08.500 --> 01:30:10.060]   OK, see you in two weeks then.
[01:30:10.060 --> 01:30:13.100]   [APPLAUSE]
[01:30:14.060 --> 01:30:17.100]   [MUSIC PLAYING]
[01:30:17.100 --> 01:30:19.640]   [MUSIC PLAYING]

